date,state,route,route_link,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,available_seats,price
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - STD0081,Ordinary Non AC Seater 2+3,13:20,07h 27m,20:47,3.3,52,INR 450
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - BLY0146,Rajdhani Non AC Seater 2+3,13:30,05h 00m,18:30,3.3,52,INR 448
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - BRT0062,Ordinary Non AC Seater 2+3,13:30,07h 10m,20:40,3.3,52,INR 448
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - KSB0027,Shatabdi AC Seater 2+2,13:45,05h 45m,19:30,3.7,37,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - BDN0037,Ordinary Non AC Seater 2+3,14:00,07h 30m,21:30,3.3,52,INR 476
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - BLY0109,Janrath AC Seater 2+2,15:02,04h 43m,19:45,1.8,36,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - KSB0053,Shatabdi AC Seater 2+2,15:45,06h 00m,21:45,2.8,37,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - STD0147,Ordinary Non AC Seater 2+3,16:00,07h 15m,23:15,0,52,INR 448
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - HDD0085,Ordinary Non AC Seater 2+3,16:06,09h 12m,01:18,0,52,INR 450
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - RKD0109,Janrath AC Seater 2+2,16:31,05h 29m,22:00,3.3,36,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - BRT0036,Ordinary Non AC Seater 2+3,17:00,07h 10m,00:10,3.3,52,INR 449
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - BLY0148,Rajdhani Non AC Seater 2+3,17:00,05h 00m,22:00,3.3,52,INR 448
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - BLY0107,Janrath AC Seater 2+2,17:02,04h 43m,21:45,3.1,36,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - HDD0090,Ordinary Non AC Seater 2+3,17:04,09h 46m,02:50,0,52,INR 444
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - AWD0225,Shatabdi AC Seater 2+2,17:30,05h 25m,22:55,3.3,37,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - KSB0070,Shatabdi AC Seater 2+2,17:32,05h 28m,23:00,3.3,37,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - HDD0092,Ordinary Non AC Seater 2+3,18:01,06h 14m,00:15,0,52,INR 450
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - HDD0082,Ordinary Non AC Seater 2+3,18:02,05h 13m,23:15,3.3,52,INR 444
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - RKD0137,Shatabdi AC Seater 2+2,18:05,05h 00m,23:05,2.8,37,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - HDD0006,Janrath AC Seater 2+2,18:30,06h 30m,01:00,3.3,36,INR 602
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - HDD0113,Rajdhani Non AC Seater 2+3,18:31,06h 29m,01:00,3.3,51,INR 444
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - SBD0030,Pink Express AC Seater 2+2,19:00,06h 00m,01:00,3.3,41,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - RKD0113,Janrath AC Seater 2+2,19:01,05h 30m,00:31,1.6,36,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - PLB0056,Rajdhani Non AC Seater 2+3,19:01,05h 59m,01:00,3.3,51,INR 454
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - HDD0145,Ordinary Non AC Seater 2+3,19:02,08h 08m,03:10,0,52,INR 450
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - HDD0095,Ordinary Non AC Seater 2+3,19:02,07h 43m,02:45,0,52,INR 444
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - HDD0069,Ordinary Non AC Seater 2+3,19:29,04h 11m,23:40,3.3,52,INR 450
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - KSB0034,Shatabdi AC Seater 2+2,19:45,05h 45m,01:30,2.7,37,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - HDD0031,Ordinary Non AC Seater 2+3,19:45,07h 25m,03:10,3.3,52,INR 450
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - HDD0105,Rajdhani Non AC Seater 2+3,20:00,05h 41m,01:41,3.3,51,INR 450
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - AWD0240,Janrath AC Seater 2+3,20:02,06h 13m,02:15,3.3,48,INR 520
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - HDD0147,Ordinary Non AC Seater 2+3,20:03,05h 58m,02:01,3.3,52,INR 444
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - LKM0023,Shatabdi AC Seater 2+2,20:03,05h 42m,01:45,3.3,37,INR 604
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - BRT0063,Ordinary Non AC Seater 2+3,20:30,07h 10m,03:40,3.3,52,INR 448
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - KSB0039,Janrath AC Seater 2+2,20:45,05h 00m,01:45,1.6,36,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - SJP0210,Ordinary Non AC Seater 2+3,21:12,05h 34m,02:46,3.3,52,INR 454
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - RKD0125,Shatabdi AC Seater 2+2,21:22,05h 00m,02:22,3.1,37,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - LKM0025,Shatabdi AC Seater 2+2,21:50,05h 40m,03:30,3.3,40,INR 604
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - BLY0141,Shatabdi AC Seater 2+2,22:00,05h 30m,03:30,2.5,37,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - PLB0009,Shatabdi AC Seater 2+2,22:16,05h 34m,03:50,3.1,37,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - SBD0092,Janrath AC Seater 2+2,22:30,05h 20m,03:50,3.3,36,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - BLY0119,Shatabdi AC Seater 2+2,22:31,05h 29m,04:00,2.6,37,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - RKD0118,Shatabdi AC Seater 2+2,22:44,05h 00m,03:44,3.2,37,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - BLY0138,Janrath AC Seater 2+2,23:02,05h 58m,05:00,4.3,36,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - KSB0050,Shatabdi AC Seater 2+2,23:15,06h 00m,05:15,2.7,37,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - BLY0153,Janrath AC Seater 2+2,23:30,04h 30m,04:00,3.3,52,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - PLB0005,Shatabdi AC Seater 2+2,23:45,04h 50m,04:35,3.5,37,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - RKD0120,Shatabdi AC Seater 2+2,23:58,05h 02m,05:00,4.2,36,INR 598
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:15,06h 00m,04:15,4.9,32,INR 799
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),02:20,04h 50m,07:10,3.1,22,INR 600
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,New Khaira TPT,AC Sleeper (2+1),20:30,06h 20m,02:50,3.3,30,INR 799
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,New Khaira Transport,A/C Seater / Sleeper (2+2),21:00,06h 30m,03:30,1.8,45,INR 500
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,New Khaira Transport,A/C Seater / Sleeper (2+1),20:40,06h 50m,03:30,2.2,22,INR 700
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,New Khaira TPT,A/C Seater / Sleeper (2+2),21:00,06h 00m,03:00,3.3,33,INR 600
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Jaiswal Tour and Travels,A/C Seater/Sleeper (2+1),20:30,06h 00m,02:30,1.7,52,INR 700
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Rahul Travels,AshokLeyland Stile A/C,21:00,05h 30m,02:30,1.9,30,INR 826
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Rahul Travels,AshokLeyland Stile A/C,21:30,06h 00m,03:30,1.6,30,INR 826
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Jaiswal Tour and Travels,A/C Sleeper (2+1),21:00,06h 00m,03:00,1.7,30,INR 1200
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Jaiswal Tour and Travels,A/C Sleeper (2+1),20:45,06h 00m,02:45,1.7,30,INR 1650
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,SHAGUN CARGO & TRAVELS,A/C Seater (2+2),17:00,08h 00m,01:00,0,45,INR 1900
23 Jul,Uttar Pradesh,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Arihant Tourist,A/C Seater (2+1),06:30,05h 35m,12:05,0,23,INR 524
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - BDV0109,Ordinary Non AC Seater 2+3,05:27,03h 23m,08:50,0,52,INR 203
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - BDV0093,Ordinary Non AC Seater 2+3,05:29,03h 20m,08:49,0,52,INR 203
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - BDV0097,Ordinary Non AC Seater 2+3,06:28,03h 20m,09:48,3.3,52,INR 203
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - BDV0101,Ordinary Non AC Seater 2+3,07:00,03h 20m,10:20,0,52,INR 203
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - BDV0083,Ordinary Non AC Seater 2+3,08:28,03h 20m,11:48,0,52,INR 203
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - ALI0006,Janrath AC Seater 2+3,08:30,03h 30m,12:00,3.3,46,INR 263
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - ALI0174,Janrath AC Seater 2+2,09:29,03h 01m,12:30,3.3,32,INR 304
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - KSN0048,Janrath AC Seater 2+2,10:00,03h 40m,13:40,3.3,36,INR 333
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - BDV0173,Janrath AC Seater 2+2,10:29,03h 00m,13:29,3.3,36,INR 304
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - BDV0087,Ordinary Non AC Seater 2+3,11:28,03h 20m,14:48,0,52,INR 203
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - BSP0002,Ordinary Non AC Seater 2+3,11:30,03h 30m,15:00,3.3,52,INR 224
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - ALI0009,Janrath AC Seater 2+2,11:30,03h 00m,14:30,3.9,35,INR 304
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - BDV0105,Ordinary Non AC Seater 2+3,11:30,03h 20m,14:50,3.3,52,INR 203
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - BDV0113,Ordinary Non AC Seater 2+3,11:59,03h 20m,15:19,0,52,INR 203
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - PTG0151,Ordinary Non AC Seater 2+3,12:10,03h 35m,15:45,3.3,52,INR 224
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - PTG0149,Rajdhani Non AC Seater 2+3,12:50,03h 20m,16:10,3.3,51,INR 224
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - BDV0091,Ordinary Non AC Seater 2+3,13:58,03h 20m,17:18,0,52,INR 203
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - MZP0026,Rajdhani Non AC Seater 2+3,14:20,03h 30m,17:50,3.3,51,INR 258
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - BDV0095,Ordinary Non AC Seater 2+3,14:28,03h 20m,17:48,0,52,INR 203
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - KSN0054,Janrath AC Seater 2+3,14:45,03h 34m,18:19,3.3,47,INR 291
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - BDV0107,Ordinary Non AC Seater 2+3,15:50,03h 20m,19:10,0,52,INR 203
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - ALI0004,Janrath AC Seater 2+3,16:00,04h 00m,20:00,2.4,48,INR 263
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - HDD0252,Ordinary Non AC Seater 2+3,16:01,04h 14m,20:15,0,52,INR 255
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - HDD0166,Ordinary Non AC Seater 2+3,16:27,01h 44m,18:11,3.3,52,INR 252
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - BDV0085,Ordinary Non AC Seater 2+3,16:28,03h 20m,19:48,3.3,52,INR 203
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - ALI0176,Janrath AC Seater 2+2,16:29,03h 01m,19:30,3.3,36,INR 304
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - BDV0099,Ordinary Non AC Seater 2+3,16:30,03h 20m,19:50,0,52,INR 203
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - HDD0023,Ordinary Non AC Seater 2+3,16:35,05h 15m,21:50,3.3,52,INR 252
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - HDD0254,Ordinary Non AC Seater 2+3,17:01,03h 59m,21:00,0,52,INR 255
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - HDD0074,Ordinary Non AC Seater 2+3,17:05,01h 45m,18:50,3.3,52,INR 255
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - BDV0175,Janrath AC Seater 2+2,17:29,03h 00m,20:29,3.3,36,INR 304
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - HDD0157,Ordinary Non AC Seater 2+3,17:30,03h 27m,20:57,3.3,52,INR 252
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - HDD0255,Ordinary Non AC Seater 2+3,17:58,02h 08m,20:06,0,52,INR 255
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - HDD0079,Ordinary Non AC Seater 2+3,18:05,02h 45m,20:50,3.3,52,INR 255
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - HDD0171,Ordinary Non AC Seater 2+3,18:06,03h 44m,21:50,0,52,INR 255
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - ALI0011,Janrath AC Seater 2+2,18:31,02h 59m,21:30,2.3,36,INR 304
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - HDD0035,Ordinary Non AC Seater 2+3,18:32,02h 18m,20:50,3.3,52,INR 255
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - HDD0038,Ordinary Non AC Seater 2+3,18:33,02h 57m,21:30,3.3,52,INR 252
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - HDD0159,Ordinary Non AC Seater 2+3,18:59,04h 01m,23:00,0,52,INR 250
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - HDD0025,Ordinary Non AC Seater 2+3,19:00,05h 40m,00:40,3.3,52,INR 252
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - HDD0111,Ordinary Non AC Seater 2+3,19:03,05h 57m,01:00,3.3,52,INR 255
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - HDD0174,Ordinary Non AC Seater 2+3,19:06,04h 03m,23:09,3.3,52,INR 255
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - BDV0089,Ordinary Non AC Seater 2+3,19:28,03h 20m,22:48,0,52,INR 203
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - BDV0103,Ordinary Non AC Seater 2+3,19:30,03h 20m,22:50,0,52,INR 203
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - HDD0163,Ordinary Non AC Seater 2+3,19:32,03h 28m,23:00,3.3,52,INR 252
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - HDD0131,Ordinary Non AC Seater 2+3,20:07,03h 09m,23:16,3.3,52,INR 255
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - HDD0173,Ordinary Non AC Seater 2+3,20:16,04h 09m,00:25,3.3,52,INR 226
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - BDV0111,Ordinary Non AC Seater 2+3,20:29,03h 20m,23:49,0,52,INR 203
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,UPSRTC - ETH0075,Ordinary Non AC Seater 2+3,20:31,03h 34m,00:05,0,52,INR 255
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),22:00,03h 30m,01:30,2.6,51,INR 670
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Chaturvedi Bus Service,NON AC Seater / Sleeper 2+1,21:00,03h 30m,00:30,2.6,45,INR 670
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),19:30,06h 00m,01:30,2.6,51,INR 520
23 Jul,Uttar Pradesh,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Chaturvedi Bus Service,A/C Seater / Sleeper (2+1),20:40,05h 50m,02:30,2.6,48,INR 570
23 Jul,Uttar Pradesh,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,UPSRTC - SBD0108,Janrath AC Seater 2+2,07:31,08h 29m,16:00,3.0,33,INR 710
23 Jul,Uttar Pradesh,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,UPSRTC - KSB0073,Janrath AC Seater 2+3,09:02,08h 00m,17:02,4.9,47,INR 612
23 Jul,Uttar Pradesh,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,UPSRTC - BSR0059,Ordinary Non AC Seater 2+3,18:32,07h 28m,02:00,3.3,52,INR 485
23 Jul,Uttar Pradesh,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,UPSRTC - HDD0064,Ordinary Non AC Seater 2+3,19:09,09h 02m,04:11,3.3,52,INR 512
23 Jul,Uttar Pradesh,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,UPSRTC - FKP0027,Janrath AC Seater 2+2,20:00,08h 55m,04:55,1.2,36,INR 710
