date,state,route,route_link,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,available_seats,price
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Mahalaxmi Travels,Volvo 9600 A/C Sleeper (2+1),22:30,05h 00m,03:30,3.8,40,INR 899
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Raj Kalpana Travels Pvt.ltd.,A/C Sleeper (2+1),22:30,03h 30m,02:00,3.9,24,INR 699
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Gola Bus Service,VE A/C Seater (2+2),22:40,04h 30m,03:10,3.3,45,INR 1499
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,International Tourist Centre,VE A/C Seater / Sleeper (2+1),22:40,04h 05m,02:45,4.2,42,INR 599
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Raj Kalpana Travels Pvt.Ltd,A/C Sleeper (2+1),22:45,03h 30m,02:15,3.9,25,INR 799
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Rajdhani Tourist Bus Service,A/C Sleeper (2+1),22:50,04h 40m,03:30,4.0,30,INR 1155
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Satlok express,A/C Seater / Sleeper (2+1),23:00,04h 02m,03:02,3.0,43,INR 1427.62
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Satlok express,A/C Seater / Sleeper (2+2),23:00,04h 02m,03:02,3.0,39,INR 799
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),23:00,03h 35m,02:35,3.9,41,INR 509
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Raj Kalpana Travels Pvt.ltd.,A/C Sleeper (2+1),23:05,03h 40m,02:45,4.1,22,INR 599
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Hare Rama Travels,A/C Seater/Sleeper (2+1),23:15,03h 45m,03:00,4.0,40,INR 1099
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:20,04h 10m,03:30,3.4,45,INR 503
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:25,03h 10m,02:35,3.9,42,INR 508
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:30,03h 30m,03:00,3.3,36,INR 512
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Panwar tour and Travels,A/C Seater (2+2),23:15,04h 00m,03:15,1.5,49,INR 1350
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Raj Kalpana Travels Pvt.Ltd,Bharat Benz A/C Seater /Sleeper (2+1),23:30,03h 15m,02:45,3.9,34,INR 523
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:30,03h 55m,03:25,3.9,42,INR 544
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Miles India Private Limited,Scania AC Multi Axle Sleeper (2+1),23:30,04h 30m,04:00,3.8,24,INR 649
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55,03h 15m,03:10,3.3,39,INR 508
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,DIVYANSHU TRAVELS,A/C Sleeper (2+1),00:10,03h 50m,04:00,1.9,19,INR 1044
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),A/C Seater/Sleeper (2+1),00:40,02h 50m,03:30,2.9,18,INR 899
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),01:30,03h 00m,04:30,2.2,14,INR 599
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,ROYAL SAFARI INDIA TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),04:30,03h 30m,08:00,0,35,INR 899
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Falcon Tour And Travels,Volvo AC Seater Pushback 2+2,06:10,05h 05m,11:15,2.5,35,INR 800
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Falcon Tour And Travels,Volvo AC Seater (2+2),06:20,05h 15m,11:35,2.8,45,INR 999
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (2+2),14:45,07h 00m,21:45,1.7,59,INR 1025
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (3+1),15:05,06h 55m,22:00,1.7,58,INR 1400
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Shiv Mahima Travels,A/C Seater / Sleeper (2+2),16:35,06h 10m,22:45,1.2,56,INR 1499
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Travel Express,AC Seater (2+2),17:00,05h 55m,22:55,0,45,INR 1799
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Panwar tour and Travels,A/C Seater / Sleeper (2+1),18:00,04h 00m,22:00,1.5,30,INR 2340
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Yadav Vishvkarma Tour And Travels,A/C Seater / Sleeper (2+1),18:01,03h 40m,21:41,2.8,37,INR 800
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,KST Travels,A/C Seater / Sleeper (2+2),18:30,04h 00m,22:30,2.7,20,INR 569
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Shri Siddhi Vinayak Travels,A/C Seater / Sleeper (2+1),19:00,04h 50m,23:50,2.2,48,INR 951.43
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,KST Travels,A/C Seater / Sleeper (2+1),19:10,03h 35m,22:45,2.7,37,INR 569
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Vinay Travels,A/C Seater / Sleeper (2+2),19:50,04h 30m,00:20,2.9,60,INR 990
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Shree Saroj Travels,A/C Seater/Sleeper (2+1),20:00,03h 10m,23:10,2.9,29,INR 699
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,KISSAN TRAVELS PILANI,Bharat Benz A/C Seater /Sleeper (2+1),20:00,02h 45m,22:45,2.7,46,INR 1199
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,New Shatabdi Travels,NON A/C Sleeper (2+1),20:00,04h 30m,00:30,1.0,30,INR 4500
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,New India Travels,A/C Seater/Sleeper (2+1),20:15,02h 29m,22:44,2.3,34,INR 549
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Singh Tour & Travels,Bharat Benz A/C Seater (2+2),20:30,04h 30m,01:00,2.5,31,INR 999
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Vinay Travels,VE A/C Seater / Sleeper (2+1),20:30,03h 50m,00:20,2.9,44,INR 990
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Vishawnath tour and travel,AC Sleeper (2+1),20:30,04h 05m,00:35,0,30,INR 1200
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Shri Sai Safar Travels,A/C Seater / Sleeper (2+1),20:30,04h 16m,00:46,2.0,35,INR 550
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Shri Sai Safar Travels,A/C Seater / Sleeper (2+1),20:31,06h 00m,02:31,2.0,33,INR 523.81
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Shri Sai Safar Travels,A/C Seater / Sleeper (2+1),20:40,04h 46m,01:26,2.0,35,INR 550
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,New Yadav Vishwakarma Tour and Travels,Bharat Benz NON A/C sleeper (2+1),21:00,03h 30m,00:30,2.5,22,INR 1500
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Shree Saroj Travels,A/C Seater / Sleeper (2+2),21:00,03h 05m,00:05,2.9,37,INR 599
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Raj Shila Travels,A/C Seater / Sleeper (2+2),21:30,03h 00m,00:30,2.2,29,INR 590
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Pitambra Travels (Sunny Safar Express),A/C Sleeper (2+1),21:30,03h 05m,00:35,2.9,18,INR 801
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,ATS TRAVELS,A/C Seater / Sleeper (2+2),21:59,01h 56m,23:55,2.3,4,INR 4999
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Shitla Travels,A/C Sleeper (2+1),22:00,05h 30m,03:30,2.2,24,INR 600
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,DIVYANSHU TRAVELS,A/C Sleeper (2+1),22:00,04h 30m,02:30,1.9,18,INR 760
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,NAYAR TRAVELS (OPC) PVT LTD,A/C Sleeper (2+1),22:30,02h 00m,00:30,2.0,34,INR 1799
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),A/C Sleeper (2+2),22:30,05h 30m,04:00,2.9,38,INR 1499
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Pitambra Travels (Sunny Safar Express),A/C Sleeper (2+1),22:30,03h 05m,01:35,2.9,19,INR 801
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Kalpana Travels Kanpur,AC Sleeper (2+1),23:00,03h 50m,02:50,2.1,36,INR 699
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),23:00,04h 00m,03:00,2.9,41,INR 1099
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,Panwar tour and Travels,A/C Seater / Sleeper (2+1),23:00,03h 40m,02:40,1.5,42,INR 1182
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,RAO SAHAB TRAVELS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),23:31,04h 30m,04:01,1.5,26,INR 999
23 Jul,Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,DIVYANSHU TRAVELS,A/C Sleeper (2+2),23:55,04h 15m,04:10,1.9,36,INR 1140
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - SJP0254,Ordinary Non AC Seater 2+3,00:02,07h 20m,07:22,3.3,52,INR 584
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - SJP0473,Ordinary Non AC Seater 2+3,00:33,07h 30m,08:03,0,52,INR 584
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - SJP0258,Ordinary Non AC Seater 2+3,01:00,07h 20m,08:20,0,52,INR 584
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - SJP0265,Ordinary Non AC Seater 2+3,03:00,07h 20m,10:20,3.3,52,INR 584
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - SJP0274,Ordinary Non AC Seater 2+3,04:00,07h 20m,11:20,0,52,INR 584
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - SJP0279,Ordinary Non AC Seater 2+3,05:31,07h 20m,12:51,3.3,52,INR 584
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - STD0374,Ordinary Non AC Seater 2+3,08:30,08h 41m,17:11,3.3,52,INR 563
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - SJP0287,Ordinary Non AC Seater 2+3,13:00,07h 20m,20:20,3.3,52,INR 584
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - HDD0085,Ordinary Non AC Seater 2+3,16:06,10h 35m,02:41,3.3,52,INR 580
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - SJP0284,Ordinary Non AC Seater 2+3,16:20,07h 20m,23:40,0,52,INR 584
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - HDD0090,Ordinary Non AC Seater 2+3,17:04,12h 52m,05:56,0,52,INR 580
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - AWD0225,Shatabdi AC Seater 2+2,17:30,07h 40m,01:10,3.3,37,INR 762
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - SJP0290,Ordinary Non AC Seater 2+3,18:00,07h 20m,01:20,0,52,INR 584
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - HDD0082,Ordinary Non AC Seater 2+3,18:02,08h 20m,02:22,0,52,INR 564
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - HDD0092,Ordinary Non AC Seater 2+3,18:20,07h 38m,01:58,0,52,INR 535
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - HDD0006,Janrath AC Seater 2+2,18:30,09h 10m,03:40,3.3,36,INR 789
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - HDD0113,Rajdhani Non AC Seater 2+3,18:31,08h 14m,02:45,0,51,INR 564
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - HDD0095,Ordinary Non AC Seater 2+3,19:02,09h 53m,04:55,0,52,INR 580
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - HDD0145,Ordinary Non AC Seater 2+3,19:02,09h 35m,04:37,3.3,52,INR 564
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - HDD0069,Ordinary Non AC Seater 2+3,19:29,08h 43m,04:12,0,52,INR 580
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - SJP0202,Ordinary Non AC Seater 2+3,19:40,07h 21m,03:01,0,52,INR 584
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - HDD0031,Ordinary Non AC Seater 2+3,19:45,09h 15m,05:00,3.3,52,INR 580
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - SJP0206,Ordinary Non AC Seater 2+3,19:47,07h 20m,03:07,0,52,INR 584
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - HDD0105,Rajdhani Non AC Seater 2+3,20:00,08h 10m,04:10,3.3,51,INR 564
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - AWD0240,Janrath AC Seater 2+3,20:02,07h 48m,03:50,3.3,48,INR 661
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - LKM0023,Shatabdi AC Seater 2+2,20:03,06h 52m,02:55,3.3,37,INR 791
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - HDD0147,Ordinary Non AC Seater 2+3,20:03,08h 17m,04:20,3.3,52,INR 580
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - SJP0213,Ordinary Non AC Seater 2+3,20:42,07h 20m,04:02,3.3,52,INR 584
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - KSB0039,Janrath AC Seater 2+2,20:45,06h 25m,03:10,1.9,36,INR 768
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - SJP0215,Ordinary Non AC Seater 2+3,20:57,07h 20m,04:17,0,52,INR 584
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - SJP0210,Ordinary Non AC Seater 2+3,21:12,07h 20m,04:32,0,52,INR 584
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - GLA0142,Janrath AC Seater 2+2,21:19,06h 46m,04:05,3.3,36,INR 791
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - SJP0220,Ordinary Non AC Seater 2+3,21:22,07h 20m,04:42,0,52,INR 584
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - LKM0025,Shatabdi AC Seater 2+2,21:50,06h 45m,04:35,3.5,37,INR 791
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - SJP0227,Ordinary Non AC Seater 2+3,22:02,07h 20m,05:22,3.3,52,INR 584
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - SJP0244,Ordinary Non AC Seater 2+3,22:32,07h 20m,05:52,3.3,52,INR 584
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,UPSRTC - SJP0250,Ordinary Non AC Seater 2+3,23:02,07h 20m,06:22,3.3,52,INR 584
23 Jul,Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:15,07h 00m,05:15,5.0,32,INR 799
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - TAJ0037,Ordinary Non AC Seater 2+3,05:15,03h 30m,08:45,1.5,52,INR 386
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - IGD0022,Ordinary Non AC Seater 2+3,06:00,05h 35m,11:35,3.3,52,INR 314
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - AGF0013,Ordinary Non AC Seater 2+3,06:00,04h 30m,10:30,3.3,51,INR 394
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - TAJ0033,Ordinary Non AC Seater 2+3,06:14,05h 16m,11:30,3.3,52,INR 314
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - IGD0023,Ordinary Non AC Seater 2+3,06:30,05h 35m,12:05,3.3,52,INR 314
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - IGD0014,Ordinary Non AC Seater 2+3,07:00,04h 00m,11:00,3.3,52,INR 389
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - AGF0017,Ordinary Non AC Seater 2+3,07:00,04h 30m,11:30,3.3,51,INR 345
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - AGF0018,Ordinary Non AC Seater 2+3,07:20,04h 35m,11:55,3.3,51,INR 345
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - IGD0024,Ordinary Non AC Seater 2+3,08:00,05h 35m,13:35,3.3,52,INR 314
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - TAJ0034,Ordinary Non AC Seater 2+3,08:01,05h 44m,13:45,3.3,52,INR 314
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - IGD0025,Ordinary Non AC Seater 2+3,08:30,05h 35m,14:05,3.3,52,INR 314
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - IGD0026,Ordinary Non AC Seater 2+3,09:00,05h 35m,14:35,3.3,52,INR 314
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - TAJ0053,Pink Express AC Seater 2+2,09:02,04h 05m,13:07,3.3,41,INR 534
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - BRT0004,Ordinary Non AC Seater 2+3,09:30,04h 30m,14:00,3.3,52,INR 391
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - IGD0027,Ordinary Non AC Seater 2+3,09:30,05h 35m,15:05,3.3,52,INR 314
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - GNA0141,Ordinary Non AC Seater 2+3,09:46,04h 00m,13:46,3.3,52,INR 345
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - IGD0028,Ordinary Non AC Seater 2+3,10:30,05h 35m,16:05,3.3,52,INR 314
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - SKB0017,Ordinary Non AC Seater 2+3,10:50,05h 40m,16:30,3.3,52,INR 295
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - IGD0029,Ordinary Non AC Seater 2+3,11:00,05h 35m,16:35,3.3,52,INR 314
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - IGD0035,Ordinary Non AC Seater 2+3,11:30,06h 00m,17:30,3.3,52,INR 314
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - GNA0172,Ordinary Non AC Seater 2+3,11:35,04h 00m,15:35,3.3,52,INR 345
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - IGD0036,Ordinary Non AC Seater 2+3,12:00,06h 00m,18:00,3.3,52,INR 314
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - IGD0037,Ordinary Non AC Seater 2+3,12:30,06h 00m,18:30,3.3,52,INR 314
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - GNA0028,Ordinary Non AC Seater 2+3,12:32,04h 00m,16:32,3.3,52,INR 345
23 Jul,Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - TAJ0013,Janrath AC Seater 2+2,13:00,04h 10m,17:10,3.0,34,INR 534
